"","layer","mean_elev","median_elev","min_elev","max_elev","quant25","quant75"
"726",NA,132.523602690119,133.91,117.47,155.63,123.78,139.62
"727",NA,138.552942694889,137.41,117.55,168.18,132.17,146.06
"728",NA,140.723457518369,138.8,120.12,176.2,134.3,147.225
"729",NA,141.374636692506,138.13,125.93,186.83,133.57,146.55
"730",NA,133.919145546705,133.5,120.13,153.28,130.93,136.54
"731",NA,128.702569422938,128.43,105.07,156.56,124.5,132.525
"732",NA,126.319694363862,121.995,98.92,156.01,116.68,140.22
"733",NA,112.121578784439,111.23,92.13,141.84,106.9,115.98
"734",NA,107.841393230514,108.43,91.22,126.72,103.76,112.07
"735",NA,84.7831641390694,81.31,59.55,118.86,72.61,98.07
"736",NA,58.4558744674218,59.5,22.58,93.94,51.915,65.17
"737",NA,44.2219736571311,50.42,6.27,76.07,32.7775,57.78
"738",NA,14.627805180064,11.15,6.53,66.84,10.28,12.95
"739",NA,58.7855587838539,60.07,13.51,90.96,51.14,68.16
"740",NA,72.9630993009868,74.17,42.65,116.05,62.82,82.62
"741",NA,84.3950970823383,84.65,44.53,124.49,75.355,95.95
"742",NA,83.278788097944,92.1,11.72,124.71,65.815,98.93
"743",NA,101.994523563456,103.27,57.54,141.28,93.9875,112.7225
"744",NA,108.123859195699,107.29,83.75,136.88,103.3,112.33
"745",NA,118.9273969766,119.14,96.15,142.15,113.69,124.92
"746",NA,108.669872019816,107.38,96.82,139.56,102.91,113.1
"747",NA,116.624518097208,116.43,97.55,137.45,111.62,122.25
"748",NA,110.148423991727,108.96,81.41,157,101.94,119.39
"749",NA,105.63136429458,108.345,76.12,167.82,91.31,117.8425
"750",NA,138.119160123967,142.16,101.83,178.44,128.29,149.9425
"751",NA,112.241457535947,112.22,76.68,157,96.595,127.85
"752",NA,134.268402067183,134.14,87.44,178.07,120.71,147.9
"753",NA,134.318054780362,137.03,103.8,165.74,124.365,144.98
"754",NA,131.658725976441,134.14,107.29,160.86,121.9,141.28
"755",NA,138.846667011375,140.86,110.07,174.82,129.6225,146.9675
"756",NA,157.567620130206,156.38,135.59,211.64,151.83,161.46
"757",NA,166.4483849969,165.35,130.59,213.41,158.5425,173.32
"758",NA,154.872776859504,155.04,130.59,193.93,148.0075,163.2425
"759",NA,150.194944679971,150.97,123.17,202.83,139.455,160.495
"760",NA,148.958620262315,144.85,115.29,210.77,136.92,161.475
"761",NA,123.749436750723,122.99,114.38,154.21,117.06,128.76
"762",NA,120.897635630877,118.98,114.4,143.34,116.67,124.07
"763",NA,125.642032024793,121.72,114.63,174.81,118.81,129.3825
"764",NA,131.466300082611,128.99,114.43,171.9,119.91,141.0925
"765",NA,139.316764128526,136.71,118.84,199.54,123.44,150.43
"766",NA,140.173074858028,134.93,119.34,203.85,125.86,151.76
"767",NA,134.567713370531,132.66,122.24,166.51,128.0225,139.23
"768",NA,135.099588022716,130.73,119.91,188.97,124.95,142.83
"769",NA,132.182448621295,131.24,119.91,164.33,126.39,138.015
"770",NA,133.35339494063,132.46,116.83,160.01,125.64,140.33
"771",NA,149.295398595622,148.17,117.44,184.83,133.4675,165.3025
"772",NA,149.413990091857,146.92,130.31,177.81,141.46,156.71
"773",NA,128.833294105502,128.37,117.63,152.62,124.025,132.53
"774",NA,125.986252709817,125.61,117.73,144.69,122.465,129.09
"775",NA,130.21669246646,130.31,118.3,139.76,127.71,132.88
"776",NA,127.49091124871,127.73,112.24,136.47,126.2,129.27
"777",NA,121.925822066261,122.57,105.92,136.95,119.83,124.55
"778",NA,115.842763582238,115.43,95.36,138.32,112.3,118.74
"779",NA,103.32,103.32,103.32,103.32,103.32,103.32
"785",NA,0.602416009348525,0.01,-1.6,14.62,0,0.03
"786",NA,0.00612740557785325,0,-1.77,5.92,0,0
"787",NA,0.0956511005965851,0,-2.71,9.99,0,0
"788",NA,6.5918911410639,3.35,-3.03,34.38,0,13.11
"789",NA,20.219939275422,20.47,1.2,44.88,16.28,24.41
"790",NA,23.9839606915003,24.15,13.24,38.81,20.86,26.67
"791",NA,33.8200113226969,34.03,18.17,53.49,30.23,36.93
"792",NA,41.0330755766063,41.76,27.59,62.64,34.02,46.64
"793",NA,42.1350895799012,41.83,22.23,65.5,36.1,46.9
"794",NA,48.4682024091424,46.97,24.69,78.01,41.7,54.28
"795",NA,65.8789958805355,61.655,34.54,113.98,53,74.79
"796",NA,85.9282425615155,87.64,41.86,126.02,70.29,105.27
"797",NA,97.4573261205564,98.34,65.02,130.47,87.33,107.83
"798",NA,105.318582020389,107.06,78.37,148.47,99.69,112.28
"799",NA,131.948767377201,126.27,91.01,188,115.46,152.6
"800",NA,161.84643629622,165.25,94.56,206.38,141.34,183.52
"801",NA,133.727145949289,130.85,56.64,220.42,98.93,173.3775
"802",NA,130.347045314109,130.635,69.47,220.4,109.1325,148.87
"803",NA,134.455777159349,134.89,69.74,190.9,113.6425,158.1875
"804",NA,138.596455004639,145.14,74.77,189.95,116,159.88
"805",NA,147.113919629057,145.02,122.19,196.35,140.24,152.46
"806",NA,140.299055962074,137.8,131.15,177.16,133.68,145.505
"807",NA,144.861421063479,145.795,128.62,174.66,138.78,150.05
"808",NA,141.432724930434,141.35,127.21,156.41,137.075,145.75
"809",NA,148.781974850546,143.055,131.73,212.04,139.32,153.06
"810",NA,152.148633412347,147.11,123.68,218.76,140.68,159.235
"811",NA,151.91688382641,154.13,122.61,171.33,148.2,157.4
"812",NA,151.495184994332,154.07,121.48,198.39,139.11,163.02
"813",NA,146.204631329277,140.16,118.82,203.27,131.33,163.95
"814",NA,146.690619715405,147.61,117.89,179.04,132.8,157.95
"815",NA,128.254503195217,126.16,104.9,171.42,122.78,129.5
"816",NA,128.488212849335,127.93,100.72,154.52,120.73,137.7
"817",NA,121.763309270909,122.08,106.41,139.98,117.53,126.07
"818",NA,124.215144949964,124.38,108.42,140.42,122.78,125.89
"819",NA,111.255721203379,111.79,89.35,135.76,106.3,115.8975
"820",NA,101.05945302843,101.52,77.38,118.81,97.39,105.08
"821",NA,95.6510756684216,95.39,84.64,117.25,91.12,99.22
"822",NA,92.5713631215896,93.36,71.09,119.27,88.65,96.84
"823",NA,77.8736152023895,78.87,51.1,113.68,69.4,85.85
"824",NA,50.9822011736848,57.72,10.56,94.26,35.98,67.28
"825",NA,23.7035652626105,13.19,8.22,77.11,11.93,33.81
"826",NA,75.5795446134868,77.945,32.86,105.25,70.9775,82.14
"827",NA,89.2324249588816,88.56,60.76,136.79,81.76,96.42
"828",NA,96.9396772203947,97.69,78.75,123.15,92.6675,102.02
"829",NA,102.326620532948,102.18,89.22,127.61,96.57,107.5875
"830",NA,106.330972566007,106.05,89.36,129.4,100.55,111.4725
"831",NA,105.534489480198,104.38,97.81,142,98.85,110.89
"832",NA,106.816559150866,105.415,95.42,142.33,99.76,111.6925
"833",NA,104.523616670105,103.47,93.28,132.29,98.2425,109.54
"834",NA,108.437636382386,108.41,92.31,134.6,97.15,118.06
"835",NA,108.42403526864,105.55,90.33,154.43,99.45,116.8
"836",NA,118.093886368323,118.295,89.38,160.33,106.1025,130.6675
"837",NA,125.017338900918,126.18,95.69,158.85,114.43,134.355
"838",NA,124.94394598495,126.05,102.31,162.89,116.26,133.44
"839",NA,126.309749690977,127.51,93.35,179.62,115.0275,136.72
"840",NA,130.554619430693,131.28,107.63,170.25,120.16,140.1225
"841",NA,139.927802061856,139.56,107.8,194.2,134.01,144.64
"842",NA,154.109738252267,155.94,110.89,197.62,147,163.8825
"843",NA,159.411168831169,158.83,136.22,196.67,153.92,163.93
"844",NA,155.407429396001,155.67,137.19,188.46,148.51,161.4275
"845",NA,147.51187983098,148.04,129.09,176.34,139.93,154.775
"846",NA,146.899202226345,146.88,126.72,188.32,141.64,151.97
"847",NA,139.515980412371,136.645,117.65,180.66,129.1675,146.315
"848",NA,124.646991551618,124.32,115.04,147.68,119.14,129.38
"849",NA,118.174350602534,115.94,114.63,139.55,115.94,119.13
"850",NA,117.366465375103,115.94,113.64,135.82,115.94,117.33
"851",NA,121.323815803029,119.81,113.64,141.36,115.94,125.38
"852",NA,129.358757981462,129.34,115.21,143.34,126.2925,132.54
"853",NA,129.203761335532,128.5,117.94,158.98,125.1775,132.48
"854",NA,154.871040980231,157,120.71,191.69,143.6175,167.2225
"855",NA,133.005694716243,127.31,117.01,179.01,121.71,141.12
"856",NA,125.374957784185,125.5,113.51,141.82,121.1875,129
"857",NA,126.550603625876,125.745,115.02,147.05,121.76,130.7925
"858",NA,123.175234664471,121.255,114.27,150.92,118.29,126.83
"859",NA,127.503890661999,126.61,113.97,156.23,121.37,133.39
"860",NA,118.752852877587,117.76,111.5,138.13,115.68,121.15
"861",NA,124.482473749228,122.77,115.08,154.37,121.32,125.7175
"862",NA,126.195787956768,124.04,116.15,159.04,121.59,129.245
"863",NA,124.956779905291,123.45,116.67,145.61,121,128.5875
"864",NA,124.643787535993,121.18,113.9,158.68,119.64,128.75
"865",NA,134.830856006697,133.74,109.94,172.33,122.75,144.99
"866",NA,151.692365525672,153.255,124.3,173.46,144.3325,160.1725
"872",NA,13.1842205323194,11.95,1.64,35.61,8.22,18.09
"873",NA,13.7065948717949,15.19,-1.55,35.24,11.4225,17.16
"874",NA,3.95372498717291,1.02,-2.24,41.23,0,7.59
"875",NA,0.785131916641002,0.17,-3.95,10.99,-0.28,1.46
"876",NA,11.1430483423997,10.39,-1.16,26.53,5.64,17.6
"877",NA,28.7878037766831,28.4,7.73,49.92,25.76,31.11
"878",NA,44.6545448013959,44.05,25.13,72.47,38.3,49.63
"879",NA,62.0973118389978,62.41,41.91,80.06,56.14,68.765
"880",NA,69.2748275154004,69.33,41.33,97.1,62.51,76.74
"881",NA,79.7096088295688,79.715,47.07,119.27,71.34,87.75
"882",NA,95.1143590797042,98.88,52.66,118.79,88.48,103.73
"883",NA,81.0871716134333,86.12,47.93,118.05,60.84,98.1
"884",NA,94.8726859079704,96.34,54.7,139.39,84.66,104.71
"885",NA,110.203895796938,109.47,83.41,153.9,101.58,118.195
"886",NA,136.140323607972,135.18,113.26,175.5,127.9025,143.785
"887",NA,142.975892141757,139.71,119.28,198.83,131.48,151.325
"888",NA,150.534954797617,146.36,122.45,212.86,134.34,166.29
"889",NA,160.459014692284,162.22,118.19,215.65,142.5,176.32
"890",NA,155.047572705786,154.27,114.48,210.48,144.51,165.485
"891",NA,147.638323741007,147.875,128.8,181.91,141.48,154.9275
"892",NA,148.193155190134,146.705,129.9,182.54,142.7925,152.93
"893",NA,155.167837976766,156.65,134.5,176.26,152.205,159.445
"894",NA,151.579231322577,153.14,123.27,166,150.18,155.68
"895",NA,137.53578125,130.69,109.53,177.47,126.16,152.5225
"896",NA,155.297304964539,157.73,112.78,203.01,139.77,168.68
"897",NA,154.251355740569,154.76,124.85,177.34,147.85,161.12
"898",NA,158.892604359449,159.825,137.99,180.64,154.63,164.15
"899",NA,159.593967095116,159.64,134.73,175.95,155.2,165.14
"900",NA,157.201562821304,156.41,136.51,176.41,152.2125,162.4675
"901",NA,154.340340324902,158.7,114.57,184.19,143.5725,166.75
"902",NA,126.382891652961,125.6,102.86,157.7,119.41,132.3
"903",NA,124.118053270259,122.68,88.46,162.88,113.3075,135.35
"904",NA,111.372614641168,112.015,87.58,132.45,108.09,115.79
"905",NA,119.907438322368,120.45,105.7,132.07,116.88,122.97
"906",NA,103.555679950698,104.185,66.98,131.32,95.3,114.2425
"907",NA,90.8246603540552,93.25,66.77,110.99,87.4175,96.87
"908",NA,92.9681344589725,93.17,70.9,107.4,90.78,95.74
"909",NA,82.7353625424252,82.4,49.46,121.97,78.11,87.635
"910",NA,67.8992491749175,78.615,12.78,123.88,61.5875,84.7925
"911",NA,22.3520284038283,14.99,10.03,91.48,13.73,17.09
"912",NA,65.3616498766447,74.155,10.73,110.67,43.6575,90.63
"913",NA,90.0282288240132,89.76,53.24,124.86,85.0375,94.6625
"914",NA,92.1181558175295,91.96,73.67,126.03,86.89,96.94
"915",NA,99.9673022874141,99.76,79.21,125.43,95.76,104.41
"916",NA,102.508325787199,102.76,87.09,128.96,98.14,106.76
"917",NA,103.26186973495,103.22,88.39,123.51,99.3,107.08
"918",NA,104.783328531742,104.38,92.7,127.37,99.86,107.98
"919",NA,105.496874807119,106.13,87.29,131.92,100.6,110.94
"920",NA,116.652388151805,113.78,90.31,175.19,99.305,131.62
"921",NA,159.207634474956,151.27,93.62,284.54,135.99,173.685
"922",NA,138.746918096804,137.7,96.46,214.06,120.49,156.47
"923",NA,147.132626387176,152.005,98.9,180.73,139.02,158.27
"924",NA,156.206829769737,155.44,114.52,201.49,146.1975,164.7625
"925",NA,151.114023449553,150.1,114.54,194.96,140.33,160.13
"926",NA,145.727556537829,148.78,108.1,180.24,136.66,155.0225
"927",NA,142.391887277589,142.37,121.78,175.3,138.12,147.23
"928",NA,138.467177377892,139.08,120.63,168.42,134.15,143.84
"929",NA,145.160242648571,144.37,132.65,188.8,139.58,149.2475
"930",NA,157.321326824255,154.36,136.71,199.98,144.58,168.9475
"931",NA,155.882831158154,152.74,139.75,204.83,147.11,161.635
"932",NA,146.596014597039,146.91,129.56,171.68,143.68,149.6
"933",NA,135.706827990136,135.98,122.03,155.08,130.78,140.99
"934",NA,128.999514952215,128.24,115.1,156.29,124.98,132.61
"935",NA,127.166616317304,127.92,115.06,142.83,122.205,131.52
"936",NA,128.938786103402,129.21,114.64,141.04,126.12,132.13
"937",NA,119.100196300103,117.87,112.23,133.27,116.55,120.89
"938",NA,121.697592478422,118.53,112.23,162.02,116.1975,125.27
"939",NA,141.043266207747,134.8,114.23,198.66,125.43,156.86
"940",NA,148.91903030303,144.31,123.76,203.62,137.53,156.49
"941",NA,146.901163722268,146.34,124.41,185.54,139.3975,153.95
"942",NA,140.725919876733,139.86,119.25,175.18,133.76,146.225
"943",NA,125.82853974122,124.38,112.33,154.49,117.4925,131.8675
"944",NA,115.226694045175,114.68,110.64,133.79,113.34,116.19
"945",NA,114.584993324433,113.05,109.7,126.94,112.05,116.76
"946",NA,113.929632330287,113.73,109.48,130.15,112,115.05
"947",NA,112.986562275388,112.4,108.61,132.15,111.26,113.57
"948",NA,117.817689148958,115.45,110.67,142.98,113.78,120.88
"949",NA,142.317083333333,137.96,114.91,195.71,126.86,157.29
"950",NA,173.212399917881,177.125,123.13,218.01,156.1025,190.8375
"951",NA,150.006918026059,151.75,118.05,188.95,137.925,162.435
"952",NA,148.872995074903,147.47,119.68,199.26,135.35,162.5075
"953",NA,172.266339472185,173.4,122.71,231.25,163.385,185.65
"959",NA,16.6462574850299,14.01,10.33,43.23,13.1675,16.73
"960",NA,17.5401670275286,14.8,8.72,65.42,12.79,19.78
"961",NA,47.9196162112373,32.27,-1.64,127.77,13.81,84.44
"962",NA,7.97922329103561,0,-3.31,108.39,-0.41,0.2325
"963",NA,4.45509623259623,2.41,-1.63,23.08,0.48,6.9
"964",NA,21.4346677587796,18.31,2.6,52.12,15.07,28.47
"965",NA,51.8826418185542,51.735,28.78,75.25,47.4325,56.82
"966",NA,68.0882985257985,68.29,44.94,84.92,64.38,72.47
"967",NA,74.3260172007781,74.6,49.73,93.03,71.11,77.79
"968",NA,82.4055382566834,81.58,62.92,120.51,74.47,89.73
"969",NA,100.485844767561,96.2,76.28,172.79,85.85,112.2375
"970",NA,112.772334801762,114.86,68.09,175.37,94.94,130.12
"971",NA,111.351037590904,114.44,63.87,159.34,100.755,126.355
"972",NA,116.366076221699,116.22,79.34,152.4,108.5,124.5
"973",NA,122.945032271284,123.85,95.2,161.14,116.52,131.3
"974",NA,136.603609346178,134.69,112.82,178.58,128.2825,143.06
"975",NA,142.17343647541,143.125,121.72,176.95,135.84,148.81
"976",NA,145.898607153838,146.82,125.77,169.58,142.32,149.68
"977",NA,140.272553300533,139.83,122.83,162.06,136.49,143.74
"978",NA,136.077506405657,136.61,118.66,173.71,130.81,140.64
"979",NA,145.927308204445,144.27,123.24,185.1,138.52,152.845
"980",NA,146.335229207261,144.27,127.5,203.01,138.835,152.53
"981",NA,144.121158024185,145.015,107.5,180.85,136.025,151.9275
"982",NA,123.930133224021,118.115,96.26,186.88,112.86,133.23
"983",NA,144.416557948718,148.91,106.54,200.17,130.58,155.46
"984",NA,152.943623218131,152.81,125.88,172.36,149.34,158.55
"985",NA,148.458748462485,147.21,122.34,169.67,141.2975,155.4625
"986",NA,145.975235945835,147.68,113.42,166.58,139.3975,154.54
"987",NA,137.28957978887,137.43,110.8,172.05,131.07,143.77
"988",NA,127.768334529056,129.7,104.35,183.05,117.07,136.3
"989",NA,133.578395732896,137.6,95.12,165.85,124,143.3
"990",NA,111.031148482363,103.45,80.98,162.1,96.81,125.525
"991",NA,103.756225776684,104.32,81.68,123.2,100.39,107.8
"992",NA,108.931187641141,109.02,94.72,123.88,106.43,111.97
"993",NA,104.455248692442,104.31,84.41,122.58,101.85,107.12
"994",NA,90.8385914771563,95.675,30.64,113.68,82.995,102.91
"995",NA,82.4989195850878,85.11,29.88,101.7,79.97,89.3
"996",NA,67.4572060630889,72.91,17.31,95.56,62.67,79.75
"997",NA,34.3489505477629,26.37,13.88,84.76,17.48,46.63
"998",NA,30.3852269218895,22.78,12.44,93.37,17.84,30.67
"999",NA,73.11697265625,79.47,20,104.86,64.63,87.18
"1000",NA,86.840051072523,89.775,32.88,105.18,83.28,94.61
"1001",NA,91.8121645905657,92.555,45.69,121.66,84.75,99.2
"1002",NA,91.486077723946,92.48,61.03,129,85.25,99.32
"1003",NA,93.8574853681076,93.53,75.59,117.21,87.87,99.415
"1004",NA,106.019039091281,104.625,86.25,148.79,99.42,109.8725
"1005",NA,103.738990147783,103.27,82.78,148.28,95.18,110.02
"1006",NA,117.795645525452,120.73,84.95,166.04,100.8575,133.5
"1007",NA,178.019012396271,174.93,125.01,273.24,158.97,194.6
"1008",NA,226.684958982773,223.325,157.75,310.22,204.885,246.495
"1009",NA,191.871473576193,190.3,131.31,239.04,182.71,202.03
"1010",NA,188.853175481755,185.605,118.11,232.59,178.49,201.53
"1011",NA,178.644791303456,177.09,146.31,212.95,170.72,185.545
"1012",NA,161.512492304535,160.32,128.87,205.35,151.8025,170
"1013",NA,144.917734166837,145.985,124.19,185.83,137.7,151.37
"1014",NA,140.768884674526,138.68,128.02,187.77,135.76,143.22
"1015",NA,138.268378627833,136.52,124.89,176.48,131.965,143.52
"1016",NA,134.106836766062,133.05,125.69,171.18,130.7,136.61
"1017",NA,138.520509586794,137.46,129.2,164.31,133.42,141.89
"1018",NA,137.60900635767,136.4,129.94,156.32,134.09,141.2925
"1019",NA,136.198654161542,135.49,128.67,146.43,133.14,139.06
"1020",NA,133.486774623347,133.05,126.07,161.76,131.23,135.08
"1021",NA,127.566811237568,125.82,118.34,168.21,122.51,129.79
"1022",NA,121.690031759041,121.77,113.24,138.13,119.8,123.68
"1023",NA,118.139066598361,117.88,108.87,128.84,115.49,120.91
"1024",NA,117.231840729732,117.35,107.83,132.5,116.02,118.72
"1025",NA,124.582759115117,120.29,107.96,165.51,116.24,131.655
"1026",NA,147.302516142257,146.67,120.42,189.34,137.77,156.84
"1027",NA,171.686909202705,170.29,138.44,212.42,161.1225,181.6075
"1028",NA,157.386544095053,157.72,123.94,205.6,143.145,168.41
"1029",NA,130.468435771358,129.825,111.3,156.46,122.92,137.28
"1030",NA,124.061444672131,122.645,105.45,159.51,117.11,129.5325
"1031",NA,112.263757681278,112.53,105.6,128.26,109.73,114.66
"1032",NA,112.451338453661,110.29,106.16,153.67,108.92,111.47
"1033",NA,122.811357771862,110.46,106.57,185.56,109.33,133.33
"1034",NA,135.626820927613,131.1,107.81,205.88,121.225,149.245
"1035",NA,128.591211873081,126.87,113.75,180.55,120.33,133.89
"1036",NA,149.71222517912,151.37,119.71,183.69,144.1025,156.41
"1037",NA,172.504181762358,170.06,136.98,230.03,161.79,183.415
"1038",NA,174.323564701065,176.555,131.65,212.49,169.09,183.0225
"1039",NA,166.781391731478,166.895,130.31,215.35,156.6375,176.2925
"1040",NA,170.106822584195,171.085,133.94,219.45,160.9025,178.94
"1041",NA,193.794531772575,194.305,161.03,227.67,187.3025,200.4675
"1047",NA,48.542098442024,47.15,19.92,85.64,35.29,60.06
"1048",NA,15.7709021328707,19.21,-3.06,64.38,0.35,25.32
"1049",NA,17.9463675344564,1.19,-2.24,135.53,0,18.395
"1050",NA,14.5262682453812,13.48,-0.32,86.34,7.6,18.99
"1051",NA,19.3831900336975,18.85,9.23,38.55,17.26,20.29
"1052",NA,32.2420075564178,31.91,10.3,62.08,21.1,42.17
"1053",NA,52.3608564720294,54.72,16.12,71.19,46.23,59.0825
"1054",NA,59.8905974264706,56.385,37.98,113.7,50.95,65.0125
"1055",NA,75.4943754468389,74.72,51.25,111.5,69.475,81.1
"1056",NA,105.88842035353,105.56,68.82,150.1,92.245,119.5
"1057",NA,115.114281482995,116.38,83.74,154.81,105.865,124.13
"1058",NA,110.908575222143,112.35,87.22,131.9,104.59,117.115
"1059",NA,104.907713059473,104.98,80.6,152.88,98.74,110.63
"1060",NA,113.742070304517,112.625,88.4,150.84,103.26,124.64
"1061",NA,136.467613938279,138.88,94.94,182.21,125.7625,149.38
"1062",NA,146.86033312896,145.4,110.39,207.32,140.44,151.1775
"1063",NA,146.383210343418,142.67,121.41,181.95,137.2,152.4325
"1064",NA,128.054463063247,128.15,105.03,157.51,124.21,132
"1065",NA,117.126561701258,118.31,99.54,143.3,113.17,122.1
"1066",NA,117.829034236076,114.46,82.42,167.68,110.07,121.85
"1067",NA,116.237894898272,110.49,82.43,157.89,104.53,127.9
"1068",NA,109.376443831136,103.48,76.66,163.05,100.075,117.915
"1069",NA,122.625614196584,124.18,92.58,153.33,116.43,128.87
"1070",NA,125.00076310144,124.15,103.87,161.34,115.99,131.54
"1071",NA,122.881951918159,119.79,105.83,147.4,115.04,130.36
"1072",NA,121.454576687117,120.515,100.41,152.31,116.33,126.88
"1073",NA,123.895909183882,123.47,105.54,152.69,115.77,131.23
"1074",NA,124.01795891251,123.365,107.12,149.05,118.82,130.06
"1075",NA,125.420143339818,124.52,104.04,157.93,121.495,128.5
"1076",NA,130.369995913363,130.8,93.96,151.8,126.82,134.785
"1077",NA,105.859824112895,102.89,78.93,145,94.17,119.43
"1078",NA,92.9486480401187,92.91,77.08,112.89,89.23,96.7
"1079",NA,98.863348998774,98.785,85.51,112.24,95.62,102.56
"1080",NA,99.6116653019447,99.255,77.68,110.67,97.17,102.17
"1081",NA,71.594436713394,85.19,21.96,117.58,44.86,91.19
"1082",NA,46.6084334390668,34.7,19.98,90.85,23.64,74.56
"1083",NA,42.3182578539372,23.38,16.89,101.15,20.81,72.1
"1084",NA,49.7600246406571,30.36,15.27,102.61,19.16,86.865
"1085",NA,63.0363673427785,53.16,17.78,126.11,27.71,101.24
"1086",NA,94.4666776315789,93.79,39.52,126.84,85.13,106.8
"1087",NA,98.1394084821429,97.59,56.32,125.57,91.0375,106.6425
"1088",NA,86.9852436266447,90.87,46.45,112.57,80.51,95.39
"1089",NA,91.170709968241,92.65,59.89,113.94,87.09,97.39
"1090",NA,90.0561580882353,91.28,71.1,114.52,81.39,97.42
"1091",NA,110.311319131503,113.2,71.25,149.15,97.12,122.88
"1092",NA,123.174998977296,127.55,77.38,163.35,106.01,140.8275
"1093",NA,130.616427914581,133.5,92.24,170.18,115.235,145.11
"1094",NA,157.430426229508,156.32,104.96,224.9,146.8475,166.84
"1095",NA,170.919735444331,165.065,141.45,230.32,156.33,184.19
"1096",NA,177.173350040917,174.915,150.69,227.78,167.06,184.48
"1097",NA,192.726119631902,191.23,162.94,235.96,179.3075,204.2325
