"","layer","mean_elev","median_elev","min_elev","max_elev","quant25","quant75"
"2951",NA,212.447268155884,206.94,180.97,264.2,196.21,226.35
"2952",NA,222.651825304701,221.695,190.37,280.63,208.8525,235.1275
"2953",NA,230.531650551151,230.53,193.19,271.71,214.4625,246.5075
"2954",NA,225.558546702765,227.015,181.1,286.12,204.33,246.03
"2955",NA,198.019829902387,195.2,180.21,256.38,189.39,202.23
"2956",NA,192.75791884058,191.52,171.96,218.37,183.62,201.37
"2957",NA,184.134764890282,185.065,170.96,204.01,177.63,188.6125
"2965",NA,208.786056567854,231.78,-0.57,329.84,150.74,270.35
"2966",NA,294.032161339422,279.9,118,608.14,251.42,324
"2968",NA,577.012040816326,561.87,505.03,718.51,527.54,622.48
"2969",NA,766.40101388239,812.21,420.84,1122.8,611.875,898.65
"2970",NA,791.561436848204,802.14,424.55,1127.49,672.5175,920.2
"2971",NA,542.456793782584,529.4,352.59,970.87,440.545,636.2025
"2972",NA,406.675890305137,382.975,297.4,701.27,352.9875,438.94
"2973",NA,386.140699179141,380.81,324.59,594.83,363,405.525
"2974",NA,512.470510765666,478.63,355.39,919.88,407.98,585.51
"2975",NA,496.187835619084,485.19,331.31,779.06,444.5725,540.155
"2976",NA,432.9943967932,418.8,271.8,768.22,364.02,503.11
"2977",NA,350.443304356225,362.03,238.48,610.04,301.91,391.82
"2978",NA,287.316625120773,265.88,219.13,478.8,245.6425,308.585
"2979",NA,229.642609452015,227.35,183.81,302.14,216.035,242.885
"2980",NA,217.854056065732,212.55,167.62,453.97,196,228.3
"2981",NA,263.787763183311,242.35,111.56,705.48,189.4325,304.895
"2982",NA,173.137004349928,162.6,146.1,327.14,154.1,184
"2983",NA,157.868828019324,156.2,133.69,195.33,147.86,168.75
"2984",NA,148.873775372124,148.12,135.22,172.29,142.75,153.61
"2985",NA,147.668604021655,147.75,137.99,160.72,144.12,151.08
"2986",NA,144.152143409354,144.035,129.19,166.23,138.1175,149.7925
"2987",NA,144.465222308138,147.095,127.48,160.99,135.6825,151.89
"2988",NA,139.357981642512,135.96,129.49,158.07,134.18,145.53
"2989",NA,143.123203714452,140.47,134.7,162.67,138.97,146.92
"2990",NA,146.345427218249,146.3,138.65,155.8,143.77,148.77
"2991",NA,157.321988213699,157.48,146.72,179.03,154.215,160.27
"2992",NA,167.635653098714,167.7,158.72,187.63,164.97,169.72
"2993",NA,179.976742409592,180.3,166.92,201.71,175.9,183.68
"2994",NA,196.141960348162,195.5,179.83,220.7,190.2475,201
"2995",NA,221.014568056496,219.19,198.14,271.61,212.85,228.82
"2996",NA,250.679963260176,250.79,209.25,278.53,243.64,259.845
"2997",NA,242.847607142857,241.265,226.65,274.53,237.1375,248.48
"2998",NA,242.884444444444,241.46,219.13,280.54,231.41,253.23
"2999",NA,260.994467363936,262.12,225.99,309.16,248.17,271.39
"3000",NA,265.950422276029,266.66,227.17,327.13,255.69,277.05
"3001",NA,254.904522569444,254.835,221.91,321.9,238.1775,270.605
"3002",NA,247.575809220679,246.37,215.51,296.78,233.515,259.6625
"3003",NA,252.781091242992,250.65,220.81,306.93,241.25,261.43
"3004",NA,239.464741570863,235.77,218.78,316.73,230.515,244.045
"3005",NA,225.499404945904,225.32,214.29,239.86,220.23,230.45
"3006",NA,233.842923121611,231.99,215.58,268.41,226.94,239.685
"3007",NA,226.942959272516,225.4,209.44,258.14,219.15,234.67
"3008",NA,220.005104408353,220.01,203.09,250.46,213.53,225.8725
"3009",NA,237.122718399691,235.535,213.92,270.98,230.2175,243.04
"3010",NA,242.779218870843,241.45,216.38,310.56,234.7575,249.06
"3011",NA,262.405771461717,258.72,225.52,346.86,243.67,279.78
"3012",NA,248.736828159752,244.21,219.53,338.15,237.66,254.16
"3013",NA,258.830991495941,255.08,171.44,368.73,245.8,267.6925
"3014",NA,266.203590487239,262.4,225.19,387.2,251.6675,275.2225
"3015",NA,284.062354533153,279.645,236.44,399.38,268.195,294.2
"3016",NA,296.104514788324,284.905,241.22,468.36,268.56,310.6975
"3017",NA,315.403628720526,298.305,257.44,606.81,286.48,324.865
"3018",NA,344.350600406072,323.19,247.71,592.96,292.91,379.405
"3019",NA,322.603860869565,299.22,218.69,593.94,266.5125,372.2525
"3020",NA,307.462792810205,289.27,209.37,548.54,271.07,315.9225
"3021",NA,262.11561720638,266.07,175.78,445.23,246.21,279.83
"3022",NA,222.124532895372,227.9,163.09,278.93,200.315,247.84
"3023",NA,193.615722012943,194.31,155.74,239.79,182.02,203.17
"3024",NA,195.018141062802,196.85,157.88,214.72,190.2625,200.92
"3025",NA,174.989258114374,180.13,132.16,211.56,160.97,193.1
"3026",NA,168.858489180835,169.195,131.92,236.29,138.6275,191.55
"3027",NA,206.10726113419,209.02,147.32,269.71,186.565,225.85
"3028",NA,225.216988510186,226.27,180.23,261.64,216.57,234.69
"3029",NA,249.118446676971,250.375,197.65,283.65,237,263.66
"3030",NA,268.492053683499,271.57,220.44,306.18,255.56,281.55
"3031",NA,275.572302790383,275.15,230.15,315.46,261.37,291.45
"3032",NA,259.930826414366,257.435,216.26,323.84,239.67,279.385
"3033",NA,245.712380538662,242.8,209.35,319.39,224.15,266.28
"3034",NA,244.904328185328,244.01,208.36,293.74,227.4,261.84
"3035",NA,241.570173694876,242.17,203.96,285.49,223.505,258.495
"3036",NA,227.359867773381,221.42,186.97,293.43,205.17,250.06
"3037",NA,217.615187150299,209.185,180.48,287.55,198.7725,234.5075
"3038",NA,235.920389735674,235.005,184,300.21,212.3325,258.84
"3039",NA,236.60730412968,235.115,193.14,304.51,216.0975,255.585
"3040",NA,247.959439675957,246.99,199.27,307.62,228,267.84
"3041",NA,251.055425347222,251.03,205,300.43,233.68,267.2425
"3042",NA,218.975385208755,219.07,189.14,273.2,210.86,226.515
"3043",NA,213.058839294322,214.92,180.22,237.82,205.63,221.88
"3044",NA,202.644174858816,202.475,172.84,233.38,188.14,215.9
"3045",NA,195.476859384679,192.7,172.38,230.64,184.77,205.075
"3056",NA,815.298648648649,815.635,689.55,936.37,770.08,856.075
"3057",NA,965.067627235213,918.485,692.24,1294.74,849.835,1095.7725
"3058",NA,1017.86046016484,1006.805,602.15,1503.35,823.6275,1200.9425
"3059",NA,912.329469108398,879.455,462.09,1488.02,681.6775,1113.755
"3060",NA,717.02597279342,664.61,411.41,1592.73,493.515,900.765
"3061",NA,648.642540189812,630.92,463.08,1029.36,564.9025,719.3975
"3062",NA,500.043799248627,492.16,427.58,777.37,469.8,520.05
"3063",NA,536.295483280331,524.49,434.24,856.86,494.42,561.54
"3064",NA,550.005295875096,543.915,373.99,881.56,465.95,621.1675
"3065",NA,484.564675212028,470,311.46,783.07,435.045,522.8375
"3066",NA,409.277628687102,399.25,219.5,759.03,281.6,513.125
"3067",NA,268.88124385779,257,226.96,612.51,245.09,275.2
"3068",NA,275.277820722892,268.4,191.25,421.4,253.47,293.7
"3069",NA,222.857407228916,215.43,159.28,374.44,189.6,251.555
"3070",NA,201.438382523148,178,157.36,345.16,165.71,233.5
"3071",NA,187.777403123193,174.175,69.37,387.67,164.4525,200.6875
"3072",NA,174.719146905726,168.835,145.57,366.96,160.6825,180.6
"3073",NA,171.702040875349,168.2,146.97,222.92,161,177.45
"3074",NA,164.700753061421,163.65,151.11,182.43,159.975,168.81
"3075",NA,159.661122793479,158.3,147.25,182.97,153.81,164.73
"3076",NA,149.565187650748,148.3,138.04,184.61,145.78,152.1
"3077",NA,149.657362891566,148.46,139.5,187.01,144.13,152.955
"3078",NA,151.693759637625,150.84,142.21,169.85,149.01,153.6325
"3079",NA,161.504777659882,161.45,149.35,178.03,156.92,165.71
"3080",NA,174.019366074875,174.2,156.01,200.9,170.38,177.68
"3081",NA,194.970494887131,190.6,172.2,241.36,181.65,207
"3082",NA,216.752565364206,218.22,187.47,274.82,208.76,222.63
"3083",NA,244.688251566265,241.26,208.52,280.48,231.3,260.005
"3084",NA,257.394302796528,256.9,233.4,288.79,250.3,264.5
"3085",NA,252.453194444444,250.025,230.81,295.04,244.28,258.6425
"3086",NA,261.896241396025,261.37,240.19,299.53,253.43,268.25
"3087",NA,281.224588155864,278.29,259.66,325.57,271.73,287.04
"3088",NA,276.376366705247,270.965,234.29,333.79,263.5175,287.4
"3089",NA,265.056929353043,263.2,242.2,313.3,254.1125,274.1475
"3090",NA,288.10644955547,284.7,248.77,387.07,266.87,304.0625
"3091",NA,301.70785569791,300.48,238.3,369.95,278.63,323.92
"3092",NA,256.647039791385,252.56,232.03,364.78,241.51,266.6575
"3093",NA,249.168736740598,249.73,232.2,284.55,236.19,259.04
"3094",NA,235.368056547332,234.71,220.91,272.44,231.565,238.72
"3095",NA,248.585759884282,245.85,225.45,279.44,236.47,260.97
"3096",NA,254.530706846673,254.63,237.16,277.16,249.3425,259.24
"3097",NA,252.050836146205,251.26,232.97,280.2,244.04,258.89
"3098",NA,245.010650077161,244.015,225.35,275.34,236.1675,253.41
"3099",NA,240.838060220035,232.895,215.22,347.46,226.84,248.625
"3100",NA,236.153216109452,234.83,202.61,330.28,215.595,252.29
"3101",NA,248.832296710717,247.66,192.6,356.95,229.875,266.34
"3102",NA,251.109759837963,250.69,211.62,316.19,239.0775,261.34
"3103",NA,262.047805207329,262.44,232.78,317.02,250.66,271.4775
"3104",NA,277.047555941358,266.37,241.04,427.07,256.47,286.1
"3105",NA,310.920956052429,312.7,229.53,447.3,266.95,343.25
"3106",NA,318.556344801002,319.16,236.24,409.14,299.1,338.45
"3107",NA,304.47658538936,304.25,236.85,385.08,290.7775,317.08
"3108",NA,287.399390725923,284.35,212.75,359.7,274.7,301.67
"3109",NA,255.046259159275,257.335,192.03,310.67,242.99,267.9225
"3110",NA,224.158386475291,222.23,164.65,280.52,206.56,244.32
"3111",NA,201.767874144743,204.88,157.48,245.93,191.96,215.15
"3112",NA,184.055955868183,192.005,138.1,220.96,167.8825,203.8275
"3113",NA,144.172580956052,142.23,136.37,193.95,140.32,145.6
"3114",NA,163.290323761804,161.065,144.89,241.45,155.4025,168.75
"3115",NA,192.441798651252,184.71,163.81,261.01,178.89,198.785
"3116",NA,210.223722543353,203.415,182.71,264.31,196.26,221.51
"3117",NA,232.740259002503,229.45,197.04,296.63,212.5325,251.185
"3118",NA,266.268625770416,265.39,210.81,320.85,251.53,281.325
"3119",NA,276.678355966484,276.07,230.64,327.38,262.505,291.71
"3120",NA,285.076153327555,286.49,212.2,334.95,267.175,303.485
"3121",NA,235.784422725084,228.37,203.01,323.7,213.54,250.98
"3122",NA,228.141534090909,217.565,196.7,332.51,206.7,239.14
"3123",NA,211.15226039261,207.475,190.19,270.61,203.87,216.7
"3124",NA,217.673873110619,213.9,191.17,271.3,204.83,227.995
"3125",NA,221.539162736984,214.46,198.94,311.5,208.395,227.925
"3126",NA,234.657834872979,231.245,206.65,304.33,221.17,245.3
"3127",NA,228.794716127791,229.83,194.98,288.26,213.62,242.21
"3128",NA,221.044909090909,218.21,189.99,283.8,201.18,236.105
"3129",NA,201.448900538669,199.33,184.37,235.3,191.74,210.09
"3130",NA,199.595258803156,201.14,179.05,226.47,189.43,208.6
"3131",NA,193.471638716939,192.62,174.65,209.29,188.69,199.82
"3132",NA,184.543169276659,185.49,176.38,190.9,181.25,187.18
"3148",NA,637.689428801287,603.65,531.58,937.18,571.995,669.45
"3149",NA,573.353300323748,545.92,438.11,841.23,520.375,611.36
"3150",NA,562.742523186683,554.78,469.84,762.89,525.28,588.26
"3151",NA,640.033364197531,636.995,446.87,928.37,523.645,738.435
"3152",NA,591.397300237342,579.685,436.83,887.09,536.7675,642.3775
"3153",NA,626.850855651831,607.84,380.16,1014.33,521.18,705.995
"3154",NA,511.25654970198,497.56,277.8,959.93,386.13,622.675
"3155",NA,336.594935552135,330.1,269.23,498.7,306.1,363.595
"3156",NA,298.802355824683,299.305,218.5,394.87,281.9975,316.8725
"3157",NA,275.732353110876,273.2,197.12,385.33,253.6,297.085
"3158",NA,241.214774783446,241.305,178.1,387.94,210.39,265.3
"3159",NA,225.175552135437,224.8,178.6,295.1,207.0575,243.85
"3160",NA,209.158850519431,207.5,173.13,277.1,193.1,224.29
"3161",NA,171.955378919023,169.98,155.82,211.23,164.5525,178.3
"3162",NA,181.926343269231,181.22,87.17,219.74,163.5,201.42
"3163",NA,168.240888888889,167.23,152.25,210.92,159.92,172.66
"3164",NA,179.298703061814,180.1,152.62,201.51,168.6225,191.3075
"3165",NA,165.387373989996,164.19,124.93,198.77,155.28,173.11
"3166",NA,161.129204348663,159.88,139.87,184.38,157.33,163
"3167",NA,173.702886112446,171.71,158.93,211.95,165.96,177.79
"3168",NA,184.004243766246,183.62,167.76,206.55,180.1,187.44
"3169",NA,198.099362542128,196.49,168.11,223.29,191.63,203.03
"3170",NA,212.453703276641,211.81,193.4,234.7,206.365,218.45
"3171",NA,229.806860835182,229.42,204.98,273.7,222.53,235.37
"3172",NA,250.035403565951,247.59,228.5,298.15,241.5775,257.45
"3173",NA,268.167777135703,267.36,240.21,313.66,258.725,275.5
"3174",NA,290.238349354306,287.8,264.64,333.66,280.51,299.21
"3175",NA,309.021465873092,306.51,276.36,363.89,297.38,319.81
"3176",NA,300.1106818401,297.89,261.45,363.26,282.7,313.61
"3177",NA,293.609275026547,289.9,263.55,359.61,281.875,301.345
"3178",NA,343.724884234797,339.12,287.36,419.99,318.98,368.32
"3179",NA,353.205715110683,355.635,272.18,427.36,338.755,370.89
"3180",NA,304.255748076923,303.315,245.97,415.93,275.465,326.7075
"3181",NA,271.493488461538,271.47,239.72,326.04,261.5575,281.5825
"3182",NA,260.673981891736,260.305,241.91,282.46,256.99,264.1075
"3183",NA,278.569775832211,275.28,249.04,325.52,266.43,288.7275
"3184",NA,274.568173076923,273.6,240.14,315.51,263.36,286.09
"3185",NA,258.185576515881,258.325,226.55,297.69,247.8125,267.74
"3186",NA,261.796942013655,262.22,228.29,300.34,250.93,272.34
"3187",NA,239.684802770829,240.595,201.92,283.22,226.3,251.6
"3188",NA,224.551610047156,212.6,192.95,305.46,202.755,242.82
"3189",NA,259.303850740527,261.46,205.22,296.68,253.74,268.75
"3190",NA,265.57750144314,264.18,214.31,320.21,255.36,277.55
"3191",NA,260.864309748125,264.02,201.37,314.26,247.6825,277.1975
"3192",NA,264.184382876383,264.34,218.05,322.99,250.745,277.57
"3193",NA,241.239686448014,242.89,191.01,287.92,227.64,256.43
"3194",NA,253.257937103289,249.13,191.85,375.15,231.5425,265.54
"3195",NA,256.33767906932,248.69,192.55,331.9,235.84,280.36
"3196",NA,222.071939236612,219.18,162.65,301.11,201.64,243.09
"3197",NA,192.969230769231,191.38,148.08,263.03,181.7,203.92
"3198",NA,164.222084615385,148.85,142.22,221.41,146.46,185.3725
"3199",NA,150.081711044891,144.88,139.39,216.86,143.6,147.69
"3200",NA,146.085070652696,145.84,139.68,162.34,144.24,148.105
"3201",NA,149.722440899481,149.35,142.82,165.41,147.89,150.96
"3202",NA,161.596110844299,160.18,146.17,192.14,154.405,167.41
"3203",NA,177.986856373774,177.815,157.36,201.6,171.79,183.22
"3204",NA,191.493694126694,191.17,168.98,217.07,184.87,196.86
"3205",NA,207.765418227216,207.05,182.69,241.26,199.38,215.85
"3206",NA,220.892192965597,219.01,200.66,278.73,212.89,226.44
"3207",NA,237.487965613294,231.2,203,326.35,220.23,248.43
"3208",NA,247.488896465617,239.98,213.35,328.02,230.2475,259.78
"3209",NA,263.714761310153,262.4,206.72,340.89,232.985,293.13
"3210",NA,258.629377820451,253.3,203.99,354.96,238.555,275.425
"3211",NA,262.866202823394,256.68,211.2,344.02,235.08,287.24
"3212",NA,261.430761474938,261.14,208.54,342.82,232.9425,288.5475
"3213",NA,257.488556077905,248.39,212.92,331.64,230.275,284.255
"3214",NA,237.120215972356,233.275,202.53,292.92,218.01,254.0825
"3215",NA,218.023246952683,211.66,193.54,287.32,205.27,225.88
"3216",NA,204.449721715766,199.47,189.93,242.61,195.23,208.85
"3217",NA,217.644032242587,216.97,192.32,259.54,209.97,224.44
"3218",NA,206.252605985037,205.075,182.61,245.02,197.2525,213.22
"3219",NA,205.607618976578,207.58,177.97,240.85,190.16,217.31
"3238",NA,694.029469026549,695.37,479.86,871.25,588.3725,801.3775
"3239",NA,558.682523481528,474.42,347.76,916.04,414.285,720.185
"3240",NA,419.595272092346,415.04,304.61,648.13,375.73,457.64
"3241",NA,430.985361151079,421.66,278.47,745.97,360.09,489.07
"3242",NA,379.910968237213,361.75,226.98,704.77,316.14,432.49
"3243",NA,284.372055411753,271.26,234.44,527.51,256.67,292.52
"3244",NA,267.435440752833,270.575,216.24,336.04,239.43,291.875
"3245",NA,266.964118887824,273.73,208.9,338.47,229.9175,298.7
"3246",NA,263.69252975048,264.595,200.98,336.1,242.215,284.4
"3247",NA,225.161258036657,223.61,179.99,292.92,210.52,238.8
"3248",NA,191.054522781775,188.2,165.52,241.7,181.14,197.46
"3249",NA,191.469966372022,193.54,163.81,227.93,175.4,204.93
"3250",NA,192.251535218016,192.79,147.2,213.08,185.04,199.43
"3251",NA,188.445901229823,189.3,177.68,203.05,182.99,192.84
"3252",NA,187.928232245681,189.16,164.62,200.22,183.1975,193.51
"3253",NA,168.697530449794,167.44,153.7,202.14,161.615,175.1
"3254",NA,204.309259223674,200.775,154.25,364.78,183.9,214.6625
"3255",NA,230.608899645356,223.95,177.07,385.35,198.79,250.03
"3256",NA,229.635550322022,225.39,187.09,292.47,210.845,248.205
"3257",NA,236.147821791675,232.92,206.92,281.81,227.91,245.7775
"3258",NA,250.71262718372,245.78,214.97,308.87,235.32,266.94
"3259",NA,252.026719830899,250.43,224.02,297.82,242.01,260.86
"3260",NA,262.916973772055,263.11,242.9,286.68,256.73,268.4
"3261",NA,284.198319668178,283.04,256.82,314.89,276.25,292.11
"3262",NA,292.71304589975,293.02,277.02,329.82,288.7825,296.67
"3263",NA,314.815203087313,309.8,290.26,384.36,302.31,321.68
"3264",NA,322.524392577004,321.51,287.57,371.23,306.67,336.2775
"3265",NA,322.109011527378,321.77,287.79,389.6,312.2,332.06
"3266",NA,372.694704301075,372.94,319.23,457.64,348.2075,393.3625
"3267",NA,359.980256164252,356.17,290.35,449.48,332.64,387.23
"3268",NA,333.744529225454,334.42,269.03,423.72,314.61,351.78
"3269",NA,292.942209001056,292.74,263.12,333.51,279.9,304.51
"3270",NA,291.955505520883,285.39,259.39,349.76,279.65,304.555
"3271",NA,287.822937733858,287.54,242.36,337.46,277.87,298.82
"3272",NA,281.013302919708,280.13,225.05,362,265.1,294.5825
"3273",NA,250.915273913461,249.23,205.22,346.24,228.815,267.765
"3274",NA,229.314969283932,227.235,190.46,302.84,210.1325,245.515
"3275",NA,202.814993764988,195.54,181.18,289.4,189.93,207.72
"3276",NA,239.715092148205,242.335,187.61,285.91,228.3225,251.83
"3277",NA,239.967015641493,240.42,203.08,313.23,216.39,260.14
"3278",NA,217.291286454336,212.46,188.92,312.6,204.22,225.13
"3279",NA,204.974662252926,201.57,179.48,242.04,192.55,218.37
"3280",NA,207.413713080169,202.345,170.32,254.01,188.2175,229.685
"3281",NA,191.556825381588,189.59,165.46,231.62,179.78,202.25
"3282",NA,197.466491800134,197.88,163.4,224.33,188.815,207.32
"3283",NA,179.325165931326,181.695,148.5,225.18,155.5925,196.26
"3284",NA,159.794338771593,152.53,138.83,213.15,150.44,168.245
"3285",NA,155.518661681526,151.46,138.83,221.34,149.095,158.7
"3286",NA,150.672988296239,150.51,143.92,166.15,149.45,151.87
"3287",NA,157.314376797699,154.13,146.63,184.04,151.79,161.87
"3288",NA,165.341899741206,164.92,149.89,191.61,162.09,168.47
"3289",NA,160.812845629857,160.23,148.41,185.82,156.1,164.695
"3290",NA,174.082972791723,175.225,150.72,201.33,160.37,186.21
"3291",NA,180.066993670886,180.16,156.53,205.28,167.09,192.73
"3292",NA,185.965175421779,187.71,161.44,212.38,173.7175,195.91
"3293",NA,199.313326626425,201.84,168.24,219.66,187.71,211.74
"3294",NA,202.046617788001,201.925,179.8,231.06,193.82,210.4775
"3295",NA,213.230438907523,211.79,191.62,251.79,205.56,219.14
"3296",NA,238.961351532567,230.41,204.16,324,219.8075,253.08
"3297",NA,269.24531085353,260.52,213.56,358.87,247.97,286.825
"3298",NA,300.358379957846,302.78,242.15,362.91,280.2025,320.1075
"3299",NA,301.062460256656,298.43,256.42,372.05,275.3425,324.13
"3300",NA,288.691282812799,285.925,236.3,337.89,275.6225,301.01
"3301",NA,266.893630445189,266.18,214.73,348.65,246.7,285.58
"3302",NA,232.464293374186,230.22,202.34,293.6,218.13,244.4525
"3303",NA,214.902668006893,214.11,196.52,249.03,206.54,222.3375
"3304",NA,230.285406698565,231,201.55,261.82,219.76,240.91
"3305",NA,239.140454545455,239.585,208.34,273.67,230.34,248.4875
"3306",NA,225.794986652429,225.26,192.5,260.96,215.065,235.84
"3325",NA,490.30398444565,472.86,349.88,746.39,412.27,555.88
"3326",NA,663.643683980794,665.46,481.49,1071.58,594,720.185
"3327",NA,538.745286916603,505.265,339.72,866.31,421.545,642.2825
"3328",NA,351.482880528432,348.485,280.8,546.71,325.73,373.945
"3329",NA,396.510640191388,379.97,276.32,764.78,338.4125,430.4725
"3330",NA,501.141303959512,489.06,284.54,867.87,430.45,568.81
"3331",NA,380.09576119403,281.96,227.87,890.06,260.895,539.005
"3332",NA,232.291088082902,234.43,206.49,264.77,224.3,240.7
"3333",NA,220.350015207198,214.3,194.15,310.39,204.55,228.74
"3334",NA,235.879346223796,228.21,185.18,348.5,200.215,266.46
"3335",NA,254.880663665964,267,180.99,318.24,228.5025,281.245
"3336",NA,259.008890270736,264.9,200.6,317.05,237.43,280.27
"3337",NA,230.421558578408,229.42,185,298.43,212.33,248.52
"3338",NA,200.774495167002,195.74,176.47,247.59,187.15,213.86
"3339",NA,186.866779725975,185.53,165.57,216.91,178.74,195.1
"3340",NA,179.044364471669,179.15,157.13,201.37,170.96,188.1125
"3341",NA,178.319135176504,171.62,159.22,371.3,166.67,180.34
"3342",NA,221.406121078384,198.86,165.34,401.5,183.95,258.605
"3343",NA,228.816195527523,225.12,175.46,309.41,201.79,259.0375
"3344",NA,222.458531582479,222.48,186.87,262.41,208.13,237.19
"3345",NA,226.556323951752,223.875,192.64,297.95,210.92,239.8975
"3346",NA,256.669442798433,255.18,209.02,310.32,240.655,273.955
"3347",NA,284.035664389493,283.61,232.95,327.69,271.56,295.55
"3348",NA,299.140322027439,298.365,250.42,355.76,286.7,310.5825
"3349",NA,294.395474466463,288.565,250.8,382.05,279.33,302.2575
"3350",NA,311.617690457868,305.04,264.26,397.52,290.3975,327.28
"3351",NA,300.68916411922,299.215,260.03,379.86,282.8425,315.86
"3352",NA,333.621890057361,330.615,301.68,410.57,322.49,342.42
"3353",NA,350.321790300939,345.495,300.65,466.2,328.7225,368.0775
"3354",NA,392.02111600728,393.89,297.43,494.4,357.105,424.14
"3355",NA,391.500879478827,389.55,323.57,484.59,372.45,407.9875
"3356",NA,375.021445379759,375.42,296.56,492.13,345.86,398.4
"3357",NA,327.242603329506,326.05,268.95,417.39,310.6075,341.0825
"3358",NA,330.228725076687,326.77,264.17,408.34,305.21,353.28
"3359",NA,293.992907733537,289.775,230.98,392.25,270.2225,314.0725
"3360",NA,272.720330396476,272.255,211.75,363.08,248.85,294.2375
"3361",NA,275.441187057247,272.49,208.49,337.84,255.26,298.0175
"3362",NA,244.03214272049,244.995,179.03,330.75,211.66,273.7
"3363",NA,201.073149779736,195.555,173.4,304.73,180.87,216.465
"3364",NA,208.89856992438,205.82,173.86,310.24,193.225,222.66
"3365",NA,235.582485875706,231.76,171.86,330.65,195.285,269.645
"3366",NA,207.505937440214,208.88,163.24,278.42,182.5625,225.1775
"3367",NA,183.166482864254,184.565,159.75,223.22,164.18,196.63
"3368",NA,170.292854818643,163.27,155.45,218.05,160.82,176.73
"3369",NA,162.645757343795,159.58,152.58,197.88,158.13,162.58
"3370",NA,157.604294736842,157.57,150.14,176.96,155.62,159.5
"3371",NA,157.254098517456,156.6,150.72,174.6,154.4,159.26
"3372",NA,164.847149966504,161.35,148.94,212.82,155.39,170.94
"3373",NA,184.897844225433,186.19,150.86,226.51,168.63,200.605
"3374",NA,182.041878706715,181.71,162.33,209.62,177.6325,184.71
"3375",NA,182.634611706197,181.585,164.07,217.05,174.4,190.2
"3376",NA,176.033060443764,172.545,163.25,205.49,169.18,182.43
"3377",NA,168.258178079572,168.36,154.72,188.45,166.83,170.95
"3378",NA,179.813256192024,171.84,156.66,229.48,164.41,196.86
"3379",NA,192.013787168945,192.05,164.17,218.09,182.56,201.35
"3380",NA,200.389071701721,202.15,164.84,222.65,189.8,212.5525
"3381",NA,206.095001434172,206.58,176.9,247.02,190.135,219.06
"3382",NA,210.144402599885,211.85,178.71,240.59,197.0725,222.58
"3383",NA,207.78351103468,204.48,189.7,238.53,198.225,216.68
"3384",NA,215.565017208413,212.4,196.62,284.68,204.39,223.29
"3385",NA,253.657597439817,248.72,212.29,332.49,235.29,268.15
"3386",NA,291.341658224219,293.86,241.43,353.77,274.095,306.2
"3387",NA,301.507509311432,302.5,260.97,342.88,285.075,317.425
"3388",NA,272.624677619639,266.79,238.99,352.59,256.26,283.54
"3389",NA,244.636376659345,242.02,216.58,302.95,231.98,253.165
"3390",NA,222.25703514377,221.4,206.85,250.11,216.13,228.13
"3391",NA,214.772084168337,211.59,201.4,257.99,208.68,219.41
"3392",NA,235.256581578388,238.72,200.22,263.5,219.55,251.09
"3393",NA,231.472625482625,230.12,213.99,260.06,221.8825,240.2475
"3413",NA,824.523419047619,794.745,686.3,1069.57,753.2825,882.15
"3414",NA,734.403686510927,739.05,477.73,896.47,697.81,774.535
"3415",NA,515.283300553752,466.425,310.82,980.41,380.8375,610.5775
"3416",NA,452.056800267201,428.97,320.39,849.39,384.44,498.735
"3417",NA,643.216624319419,608.14,362.77,1196.61,492.91,780.53
"3418",NA,740.223513223731,713.71,433.8,1103.72,605.7825,875.765
"3419",NA,826.003674293405,830.62,655.29,1037.15,763.035,887.29
"3420",NA,306.540833333333,307.045,297.03,315.75,303.24,310.3975
"3421",NA,324.067715146299,319.38,271.34,387.65,304.8075,342.72
"3422",NA,359.891322611951,330.52,257.54,874.54,305.56,384.68
"3423",NA,306.920966176878,295.04,247.57,549.29,279.11,322.74
"3424",NA,256.70684853052,252.46,217.31,363.81,243.29,264.89
"3425",NA,243.089721413721,241.99,196.32,291.92,228.47,257.565
"3426",NA,228.050461494363,224.565,186.63,290.43,212.71,244.32
"3427",NA,216.86536704263,210.945,178.48,287.24,202.26,231.7675
"3428",NA,200.142112958716,199.32,165.46,253.4,190.98,209.6
"3429",NA,177.917772688234,175.22,165.19,216.08,172.7,178.755
"3430",NA,195.91734205001,196.86,168,220.24,188.02,204.11
"3431",NA,223.255605814287,222.92,192.71,255.29,214.73,232.3
"3432",NA,242.920335211537,243.42,201.24,280.94,232.96,252.96
"3433",NA,240.644256420084,241.44,205.15,284.93,229.3875,252.58
"3434",NA,244.214547446646,240.24,209.87,302.23,230.7,257.06
"3435",NA,277.614195884146,279.165,232.6,321.42,267.97,288.5
"3436",NA,280.014336890244,278.2,241.45,329.45,270.43,288.4
"3437",NA,267.368110708841,264.625,233.95,378.07,256.4,276.38
"3438",NA,274.398546984036,271.42,221.76,337.35,263.28,283.68
"3439",NA,298.691296970859,293.85,261.23,370.78,275.855,317.1925
"3440",NA,317.699653659002,315.65,266.31,404.81,305.75,328.64
"3441",NA,376.811935977066,378.26,311.36,447.23,358.6,397.68
"3442",NA,417.976680672269,424.99,335.22,482.29,395.12,443.8975
"3443",NA,412.542791475535,414.475,321,481.07,394.2575,433.0525
"3444",NA,337.565385644653,337.47,266.25,443.03,318.36,356.005
"3445",NA,292.774008023689,291.32,231.38,357.7,271.39,316.79
